Date,Close
1999-03-10,44.34
1999-03-11,44.55
1999-03-12,43.47
1999-03-15,44.72
1999-03-16,45.1
1999-03-17,44.77
1999-03-18,45.64
1999-03-19,44.47
1999-03-22,43.93
1999-03-23,42.38
1999-03-24,43.82
1999-03-25,45.42
1999-03-26,44.93
1999-03-29,46.56
1999-03-30,46.23
1999-03-31,45.56
1999-04-01,46.51
1999-04-05,48.19
1999-04-06,48.28
1999-04-07,47.78
1999-04-08,48.16
1999-04-09,48.46
1999-04-12,48.13
1999-04-13,47.48
1999-04-14,45.85
1999-04-15,46.48
1999-04-16,45.12
1999-04-19,43.01
1999-04-20,43.98
1999-04-21,46.15
1999-04-22,47.4
1999-04-23,48.03
1999-04-26,49.13
1999-04-27,48.38
1999-04-28,46.72
1999-04-29,46.34
1999-04-30,46.64
1999-05-03,46.4
1999-05-04,45.66
1999-05-05,47.05
1999-05-06,45.34
1999-05-07,45.99
1999-05-10,46.45
1999-05-11,47.18
1999-05-12,48.16
1999-05-13,47.27
1999-05-14,46.37
1999-05-17,47.2
1999-05-18,46.99
1999-05-19,47.65
1999-05-20,46.34
1999-05-21,45.91
1999-05-24,44.74
1999-05-25,43.28
1999-05-26,44.48
1999-05-27,44.44
1999-05-28,45.18
1999-06-01,44.17
1999-06-02,44.92
1999-06-03,44.28
1999-06-04,45.64
1999-06-07,46.59
1999-06-08,45.42
1999-06-09,46.18
1999-06-10,45.65
1999-06-11,44.96
1999-06-14,44.11
1999-06-15,44.77
1999-06-16,47.07
1999-06-17,47.59
1999-06-18,47.81
1999-06-21,49.24
1999-06-22,47.75
1999-06-23,48.51
1999-06-24,47.54
1999-06-25,47.48
1999-06-28,48.61
1999-06-29,49.27
1999-06-30,50.03
1999-07-01,50.37
1999-07-02,51.01
1999-07-06,50.68
1999-07-07,50.77
1999-07-08,51.44
1999-07-09,51.96
1999-07-12,51.69
1999-07-13,51.44
1999-07-14,52.32
1999-07-15,52.8
1999-07-16,53.29
1999-07-19,52.75
1999-07-20,50.71
1999-07-21,50.96
1999-07-22,49.66
1999-07-23,49.73
1999-07-26,48.51
1999-07-27,49.49
1999-07-28,50.46
1999-07-29,49.38
1999-07-30,49.14
1999-08-02,49.0
1999-08-03,48.68
1999-08-04,47.8
1999-08-05,48.56
1999-08-06,48.04
1999-08-09,47.42
1999-08-10,46.99
1999-08-11,48.54
1999-08-12,47.97
1999-08-13,50.06
1999-08-16,50.46
1999-08-17,50.71
1999-08-18,50.14
1999-08-19,49.54
1999-08-20,50.33
1999-08-23,51.93
1999-08-24,52.29
1999-08-25,53.4
1999-08-26,52.51
1999-08-27,51.99
1999-08-30,51.25
1999-08-31,51.82
1999-09-01,52.2
1999-09-02,52.01
1999-09-03,54.4
1999-09-07,54.16
1999-09-08,53.42
1999-09-09,54.18
