Date,Close
2017-10-30,219.32
2017-10-31,219.57
2017-11-01,219.95
2017-11-02,220.05
2017-11-03,220.78
2017-11-06,221.12
2017-11-07,221.02
2017-11-08,221.35
2017-11-09,220.55
2017-11-10,220.42
2017-11-13,220.68
2017-11-14,220.14
2017-11-15,219.01
2017-11-16,220.88
2017-11-17,220.29
2017-11-20,220.58
2017-11-21,222.04
2017-11-22,221.89
2017-11-24,222.35
2017-11-27,222.29
2017-11-28,224.49
2017-11-29,224.41
2017-11-30,226.29
2017-12-01,225.87
2017-12-04,225.62
2017-12-05,224.83
2017-12-06,224.82
2017-12-07,225.56
2017-12-08,226.79
2017-12-11,227.52
2017-12-12,227.91
2017-12-13,227.86
2017-12-14,226.95
2017-12-15,228.86
2017-12-18,230.28
2017-12-19,229.45
2017-12-20,229.27
2017-12-21,229.73
2017-12-22,229.69
2017-12-26,229.42
2017-12-27,229.55
2017-12-28,229.98
2017-12-29,229.19
2018-01-02,230.87
2018-01-03,232.24
2018-01-04,233.26
2018-01-05,234.76
2018-01-08,235.24
2018-01-09,235.74
2018-01-10,235.34
2018-01-11,237.07
2018-01-12,238.64
2018-01-16,237.77
2018-01-17,240.07
2018-01-18,239.75
2018-01-19,240.76
2018-01-22,242.7
2018-01-23,243.25
2018-01-24,243.13
2018-01-25,243.24
2018-01-26,246.07
2018-01-29,244.37
2018-01-30,241.76
2018-01-31,241.99
2018-02-01,241.75
2018-02-02,236.57
2018-02-05,226.85
2018-02-06,231.05
2018-02-07,229.79
2018-02-08,221.25
2018-02-09,224.66
2018-02-12,227.74
2018-02-13,228.51
2018-02-14,231.5
2018-02-15,234.49
2018-02-16,234.47
2018-02-20,233.05
2018-02-21,231.82
2018-02-22,232.1
2018-02-23,235.92
2018-02-26,238.63
2018-02-27,235.59
2018-02-28,232.97
2018-03-01,229.9
2018-03-02,231.12
2018-03-05,233.78
2018-03-06,234.36
2018-03-07,234.26
2018-03-08,235.35
2018-03-09,239.43
2018-03-12,239.19
2018-03-13,237.62
2018-03-14,236.36
2018-03-15,236.14
2018-03-16,236.38
2018-03-19,233.22
2018-03-20,233.64
2018-03-21,233.09
2018-03-22,227.3
2018-03-23,222.46
2018-03-26,228.58
2018-03-27,224.62
2018-03-28,223.99
2018-03-29,227.22
2018-04-02,221.97
2018-04-03,224.78
2018-04-04,227.37
2018-04-05,229.02
2018-04-06,223.98
2018-04-09,224.89
2018-04-10,228.59
2018-04-11,227.38
2018-04-12,229.29
2018-04-13,228.65
2018-04-16,230.51
2018-04-17,232.99
2018-04-18,233.12
2018-04-19,231.84
2018-04-20,229.96
2018-04-23,229.86
2018-04-24,226.73
2018-04-25,227.31
2018-04-26,229.64
2018-04-27,229.89
2018-04-30,228.01
2018-05-01,228.5
2018-05-02,226.94
2018-05-03,226.41
2018-05-04,229.41
2018-05-07,230.12
2018-05-08,230.11
2018-05-09,232.35
2018-05-10,234.53
2018-05-11,235.1
2018-05-14,235.36
2018-05-15,233.75
2018-05-16,234.74
2018-05-17,234.54
2018-05-18,233.96
2018-05-21,235.68
2018-05-22,235.0
2018-05-23,235.74
2018-05-24,235.29
2018-05-25,234.69
2018-05-29,231.98
2018-05-30,235.04
2018-05-31,233.52
2018-06-01,235.98
2018-06-04,237.02
2018-06-05,237.35
2018-06-06,239.25
2018-06-07,239.13
2018-06-08,239.89
2018-06-11,240.19
2018-06-12,240.6
2018-06-13,239.64
2018-06-14,240.34
2018-06-15,240.13
2018-06-18,239.56
2018-06-19,238.65
2018-06-20,239.08
