Date,Open,High,Low,Close,Adj Close,Volume
2017-10-02,10.510000,10.510000,10.510000,10.510000,7.921141,0
2017-10-03,10.540000,10.540000,10.540000,10.540000,7.943752,0
2017-10-04,10.540000,10.540000,10.540000,10.540000,7.943752,0
2017-10-05,10.570000,10.570000,10.570000,10.570000,7.966362,0
2017-10-06,10.560000,10.560000,10.560000,10.560000,7.958825,0
2017-10-09,10.550000,10.550000,10.550000,10.550000,7.951289,0
2017-10-10,10.590000,10.590000,10.590000,10.590000,7.981435,0
2017-10-11,10.610000,10.610000,10.610000,10.610000,7.996508,0
2017-10-12,10.600000,10.600000,10.600000,10.600000,7.988973,0
2017-10-13,10.620000,10.620000,10.620000,10.620000,8.004046,0
2017-10-16,10.630000,10.630000,10.630000,10.630000,8.011582,0
2017-10-17,10.620000,10.620000,10.620000,10.620000,8.004046,0
2017-10-18,10.630000,10.630000,10.630000,10.630000,8.011582,0
2017-10-19,10.620000,10.620000,10.620000,10.620000,8.004046,0
2017-10-20,10.650000,10.650000,10.650000,10.650000,8.026656,0
2017-10-23,10.610000,10.610000,10.610000,10.610000,7.996508,0
2017-10-24,10.620000,10.620000,10.620000,10.620000,8.004046,0
2017-10-25,10.580000,10.580000,10.580000,10.580000,7.973899,0
2017-10-26,10.580000,10.580000,10.580000,10.580000,7.973899,0
2017-10-27,10.640000,10.640000,10.640000,10.640000,8.019119,0
2017-10-30,10.640000,10.640000,10.640000,10.640000,8.019119,0
2017-10-31,10.670000,10.670000,10.670000,10.670000,8.041729,0
2017-11-01,10.690000,10.690000,10.690000,10.690000,8.056803,0
2017-11-02,10.680000,10.680000,10.680000,10.680000,8.049267,0
2017-11-03,10.700000,10.700000,10.700000,10.700000,8.064341,0
2017-11-06,10.730000,10.730000,10.730000,10.730000,8.086949,0
2017-11-07,10.700000,10.700000,10.700000,10.700000,8.064341,0
2017-11-08,10.710000,10.710000,10.710000,10.710000,8.071877,0
2017-11-09,10.680000,10.680000,10.680000,10.680000,8.049267,0
2017-11-10,10.670000,10.670000,10.670000,10.670000,8.041729,0
2017-11-13,10.650000,10.650000,10.650000,10.650000,8.026656,0
2017-11-14,10.630000,10.630000,10.630000,10.630000,8.011582,0
2017-11-15,10.590000,10.590000,10.590000,10.590000,7.981435,0
2017-11-16,10.680000,10.680000,10.680000,10.680000,8.049267,0
2017-11-17,10.690000,10.690000,10.690000,10.690000,8.056803,0
2017-11-20,10.700000,10.700000,10.700000,10.700000,8.064341,0
2017-11-21,10.770000,10.770000,10.770000,10.770000,8.117098,0
2017-11-22,10.790000,10.790000,10.790000,10.790000,8.132172,0
2017-11-24,10.810000,10.810000,10.810000,10.810000,8.147245,0
2017-11-27,10.780000,10.780000,10.780000,10.780000,8.124634,0
2017-11-28,10.850000,10.850000,10.850000,10.850000,8.177391,0
2017-11-29,10.820000,10.820000,10.820000,10.820000,8.154780,0
2017-11-30,10.850000,10.850000,10.850000,10.850000,8.177391,0
2017-12-01,10.830000,10.830000,10.830000,10.830000,8.162316,0
2017-12-04,10.810000,10.810000,10.810000,10.810000,8.147245,0
2017-12-05,10.780000,10.780000,10.780000,10.780000,8.124634,0
2017-12-06,10.750000,10.750000,10.750000,10.750000,8.102023,0
2017-12-07,10.780000,10.780000,10.780000,10.780000,8.124634,0
2017-12-08,10.840000,10.840000,10.840000,10.840000,8.169855,0
2017-12-11,10.870000,10.870000,10.870000,10.870000,8.192466,0
2017-12-12,10.870000,10.870000,10.870000,10.870000,8.192466,0
2017-12-13,10.880000,10.880000,10.880000,10.880000,8.200002,0
2017-12-14,10.840000,10.840000,10.840000,10.840000,8.169855,0
2017-12-15,10.900000,10.900000,10.900000,10.900000,8.215075,0
2017-12-18,10.970000,10.970000,10.970000,10.970000,8.267832,0
