,,XRP
,close,daily_return
time,,
2017-01-09,0.01,0
2017-01-10,0.01,0
2017-01-11,0.01,0
2017-01-12,0.01,0
2017-01-13,0.01,0
2017-01-14,0.01,0
2017-01-15,0.01,0
2017-01-16,0.01,0
2017-01-17,0.01,0
2017-01-18,0.01,0
2017-01-19,0.01,0
2017-01-20,0.01,0
2017-01-21,0.01,0
2017-01-22,0.01,0
2017-01-23,0.01,0
2017-01-24,0.01,0
2017-01-25,0.01,0
2017-01-26,0.01,0
2017-01-27,0.01,0
2017-01-28,0.01,0
2017-01-29,0.01,0
2017-01-30,0.01,0
2017-01-31,0.01,0
2017-02-01,0.01,0
2017-02-02,0.01,0
2017-02-03,0.01,0
2017-02-04,0.01,0
2017-02-05,0.01,0
2017-02-06,0.01,0
2017-02-07,0.01,0
2017-02-08,0.01,0
2017-02-09,0.01,0
2017-02-10,0.01,0
2017-02-11,0.01,0
2017-02-12,0.01,0
2017-02-13,0.01,0
2017-02-14,0.01,0
2017-02-15,0.01,0
2017-02-16,0.01,0
2017-02-17,0.01,0
2017-02-18,0.01,0
2017-02-19,0.01,0
2017-02-20,0.01,0
2017-02-21,0.01,0
2017-02-22,0.01,0
2017-02-23,0.01,0
2017-02-24,0.01,0
2017-02-25,0.01,0
2017-02-26,0.01,0
2017-02-27,0.01,0
2017-02-28,0.01,0
2017-03-01,0.01,0
2017-03-02,0.01,0
2017-03-03,0.01,0
2017-03-04,0.01,0
2017-03-05,0.01,0
2017-03-06,0.01,0
2017-03-07,0.01,0
2017-03-08,0.01,0
2017-03-09,0.01,0
2017-03-10,0.01,0
2017-03-11,0.01,0
2017-03-12,0.01,0
2017-03-13,0.01,0
2017-03-14,0.01,0
2017-03-15,0.01,0
2017-03-16,0.01,0
2017-03-17,0.01,0
2017-03-18,0.01,0
2017-03-19,0.01,0
2017-03-20,0.01,0
2017-03-21,0.01,0
2017-03-22,0.01,0
2017-03-23,0.01,0
2017-03-24,0.01,0
2017-03-25,0.01,0
2017-03-26,0.01,0
2017-03-27,0.01,0
2017-03-28,0.01,0
2017-03-29,0.01,0
2017-03-30,0.01,0
2017-03-31,0.02,1
2017-04-01,0.02,0
2017-04-02,0.05,1.5
2017-04-03,0.03,-0.4
2017-04-04,0.04,0.333333333
2017-04-05,0.04,0
2017-04-06,0.03,-0.25
2017-04-07,0.04,0.333333333
2017-04-08,0.04,0
2017-04-09,0.03,-0.25
2017-04-10,0.03,0
2017-04-11,0.03,0
2017-04-12,0.03,0
2017-04-13,0.03,0
2017-04-14,0.03,0
2017-04-15,0.03,0
2017-04-16,0.03,0
2017-04-17,0.03,0
2017-04-18,0.03,0
2017-04-19,0.03,0
2017-04-20,0.03,0
2017-04-21,0.03,0
2017-04-22,0.03,0
2017-04-23,0.03,0
2017-04-24,0.03,0
2017-04-25,0.03,0
2017-04-26,0.03,0
2017-04-27,0.03,0
2017-04-28,0.04,0.333333333
2017-04-29,0.06,0.5
2017-04-30,0.05,-0.166666667
2017-05-01,0.05,0
2017-05-02,0.05,0
2017-05-03,0.06,0.2
2017-05-04,0.08,0.333333333
2017-05-05,0.09,0.125
2017-05-06,0.1,0.111111111
2017-05-07,0.14,0.4
2017-05-08,0.2,0.428571429
2017-05-09,0.16,-0.2
2017-05-10,0.19,0.1875
2017-05-11,0.18,-0.052631579
2017-05-12,0.2,0.111111111
2017-05-13,0.21,0.05
2017-05-14,0.22,0.047619048
2017-05-15,0.26,0.181818182
2017-05-16,0.34,0.307692308
2017-05-17,0.41,0.205882353
2017-05-18,0.36,-0.12195122
2017-05-19,0.34,-0.055555556
2017-05-20,0.35,0.029411765
2017-05-21,0.34,-0.028571429
2017-05-22,0.32,-0.058823529
2017-05-23,0.33,0.03125
2017-05-24,0.3,-0.090909091
2017-05-25,0.25,-0.166666667
2017-05-26,0.27,0.08
2017-05-27,0.21,-0.222222222
2017-05-28,0.23,0.095238095
2017-05-29,0.23,0
2017-05-30,0.21,-0.086956522
2017-05-31,0.25,0.19047619
2017-06-01,0.33,0.32
2017-06-02,0.3,-0.090909091
2017-06-03,0.28,-0.066666667
2017-06-04,0.3,0.071428571
2017-06-05,0.29,-0.033333333
2017-06-06,0.29,0
2017-06-07,0.28,-0.034482759
2017-06-08,0.29,0.035714286
2017-06-09,0.29,0
2017-06-10,0.26,-0.103448276
2017-06-11,0.27,0.038461538
2017-06-12,0.25,-0.074074074
2017-06-13,0.27,0.08
2017-06-14,0.28,0.037037037
2017-06-15,0.26,-0.071428571
2017-06-16,0.26,0
2017-06-17,0.27,0.038461538
2017-06-18,0.28,0.037037037
2017-06-19,0.29,0.035714286
2017-06-20,0.33,0.137931034
2017-06-21,0.29,-0.121212121
2017-06-22,0.3,0.034482759
2017-06-23,0.32,0.066666667
2017-06-24,0.31,-0.03125
2017-06-25,0.3,-0.032258065
2017-06-26,0.28,-0.066666667
2017-06-27,0.28,0
2017-06-28,0.28,0
2017-06-29,0.27,-0.035714286
2017-06-30,0.26,-0.037037037
2017-07-01,0.26,0
2017-07-02,0.26,0
2017-07-03,0.26,0
2017-07-04,0.25,-0.038461538
2017-07-05,0.26,0.04
2017-07-06,0.25,-0.038461538
2017-07-07,0.24,-0.04
2017-07-08,0.24,0
2017-07-09,0.23,-0.041666667
2017-07-10,0.21,-0.086956522
2017-07-11,0.19,-0.095238095
2017-07-12,0.21,0.105263158
2017-07-13,0.2,-0.047619048
2017-07-14,0.19,-0.05
2017-07-15,0.17,-0.105263158
2017-07-16,0.14,-0.176470588
2017-07-17,0.18,0.285714286
2017-07-18,0.19,0.055555556
2017-07-19,0.16,-0.157894737
2017-07-20,0.19,0.1875
2017-07-21,0.18,-0.052631579
2017-07-22,0.19,0.055555556
2017-07-23,0.19,0
2017-07-24,0.19,0
2017-07-25,0.18,-0.052631579
2017-07-26,0.17,-0.055555556
2017-07-27,0.17,0
2017-07-28,0.17,0
2017-07-29,0.17,0
2017-07-30,0.17,0
2017-07-31,0.17,0
2017-08-01,0.18,0.058823529
2017-08-02,0.17,-0.055555556
2017-08-03,0.17,0
2017-08-04,0.17,0
2017-08-05,0.18,0.058823529
2017-08-06,0.18,0
2017-08-07,0.18,0
2017-08-08,0.19,0.055555556
2017-08-09,0.18,-0.052631579
2017-08-10,0.18,0
2017-08-11,0.18,0
2017-08-12,0.17,-0.055555556
2017-08-13,0.17,0
2017-08-14,0.17,0
2017-08-15,0.16,-0.058823529
2017-08-16,0.16,0
2017-08-17,0.16,0
2017-08-18,0.16,0
2017-08-19,0.16,0
2017-08-20,0.16,0
2017-08-21,0.19,0.1875
2017-08-22,0.24,0.263157895
2017-08-23,0.25,0.041666667
2017-08-24,0.22,-0.12
2017-08-25,0.22,0
2017-08-26,0.21,-0.045454545
2017-08-27,0.2,-0.047619048
2017-08-28,0.22,0.1
2017-08-29,0.22,0
2017-08-30,0.23,0.045454545
2017-08-31,0.25,0.086956522
2017-09-01,0.25,0
2017-09-02,0.22,-0.12
2017-09-03,0.23,0.045454545
2017-09-04,0.21,-0.086956522
2017-09-05,0.22,0.047619048
2017-09-06,0.23,0.045454545
2017-09-07,0.22,-0.043478261
2017-09-08,0.21,-0.045454545
2017-09-09,0.21,0
2017-09-10,0.21,0
2017-09-11,0.21,0
2017-09-12,0.21,0
2017-09-13,0.2,-0.047619048
2017-09-14,0.16,-0.2
2017-09-15,0.18,0.125
2017-09-16,0.18,0
2017-09-17,0.18,0
2017-09-18,0.19,0.055555556
2017-09-19,0.18,-0.052631579
2017-09-20,0.18,0
2017-09-21,0.17,-0.055555556
2017-09-22,0.17,0
2017-09-23,0.18,0.058823529
2017-09-24,0.18,0
2017-09-25,0.18,0
2017-09-26,0.19,0.055555556
2017-09-27,0.2,0.052631579
2017-09-28,0.2,0
2017-09-29,0.19,-0.05
2017-09-30,0.2,0.052631579
2017-10-01,0.2,0
2017-10-02,0.2,0
2017-10-03,0.2,0
2017-10-04,0.21,0.05
2017-10-05,0.24,0.142857143
2017-10-06,0.23,-0.041666667
2017-10-07,0.24,0.043478261
2017-10-08,0.28,0.166666667
2017-10-09,0.25,-0.107142857
2017-10-10,0.26,0.04
2017-10-11,0.26,0
2017-10-12,0.25,-0.038461538
2017-10-13,0.26,0.04
2017-10-14,0.26,0
2017-10-15,0.27,0.038461538
2017-10-16,0.26,-0.037037037
2017-10-17,0.23,-0.115384615
2017-10-18,0.22,-0.043478261
2017-10-19,0.21,-0.045454545
2017-10-20,0.21,0
2017-10-21,0.21,0
2017-10-22,0.2,-0.047619048
2017-10-23,0.2,0
2017-10-24,0.21,0.05
2017-10-25,0.2,-0.047619048
2017-10-26,0.2,0
2017-10-27,0.2,0
2017-10-28,0.2,0
2017-10-29,0.2,0
2017-10-30,0.2,0
2017-10-31,0.2,0
2017-11-01,0.19,-0.05
2017-11-02,0.21,0.105263158
2017-11-03,0.21,0
2017-11-04,0.2,-0.047619048
2017-11-05,0.2,0
2017-11-06,0.21,0.05
2017-11-07,0.21,0
2017-11-08,0.22,0.047619048
2017-11-09,0.22,0
2017-11-10,0.21,-0.045454545
2017-11-11,0.21,0
2017-11-12,0.2,-0.047619048
2017-11-13,0.2,0
2017-11-14,0.21,0.05
2017-11-15,0.21,0
2017-11-16,0.22,0.047619048
2017-11-17,0.23,0.045454545
2017-11-18,0.23,0
2017-11-19,0.23,0
2017-11-20,0.24,0.043478261
2017-11-21,0.23,-0.041666667
2017-11-22,0.24,0.043478261
2017-11-23,0.25,0.041666667
2017-11-24,0.24,-0.04
2017-11-25,0.25,0.041666667
2017-11-26,0.25,0
2017-11-27,0.25,0
2017-11-28,0.3,0.2
2017-11-29,0.24,-0.2
2017-11-30,0.25,0.041666667
2017-12-01,0.26,0.04
2017-12-02,0.26,0
2017-12-03,0.25,-0.038461538
2017-12-04,0.25,0
2017-12-05,0.25,0
2017-12-06,0.24,-0.04
2017-12-07,0.22,-0.083333333
2017-12-08,0.25,0.136363636
2017-12-09,0.24,-0.04
2017-12-10,0.24,0
2017-12-11,0.25,0.041666667
2017-12-12,0.38,0.52
2017-12-13,0.48,0.263157895
2017-12-14,0.87,0.8125
2017-12-15,0.76,-0.126436782
2017-12-16,0.76,0
2017-12-17,0.73,-0.039473684
2017-12-18,0.78,0.068493151
2017-12-19,0.79,0.012820513
2017-12-20,0.77,-0.025316456
2017-12-21,1.16,0.506493506
2017-12-22,1.11,-0.043103448
2017-12-23,1.18,0.063063063
2017-12-24,1.03,-0.127118644
2017-12-25,1.12,0.087378641
2017-12-26,1.18,0.053571429
2017-12-27,1.41,0.194915254
2017-12-28,1.43,0.014184397
2017-12-29,2.21,0.545454545
2017-12-30,2.18,-0.013574661
2017-12-31,2.28,0.04587156
2018-01-01,2.31,0.013157895
2018-01-02,2.46,0.064935065
2018-01-03,3.13,0.272357724
2018-01-04,3.22,0.028753994
2018-01-05,2.93,-0.090062112
2018-01-06,3.09,0.054607509
2018-01-07,3.4,0.100323625
2018-01-08,2.45,-0.279411765
2018-01-09,2.14,-0.126530612
2018-01-10,1.96,-0.08411215
2018-01-11,1.93,-0.015306122
2018-01-12,2.03,0.051813472
2018-01-13,2.02,-0.004926108
2018-01-14,1.87,-0.074257426
2018-01-15,1.67,-0.106951872
2018-01-16,1.2,-0.281437126
2018-01-17,1.29,0.075
2018-01-18,1.61,0.248062016
2018-01-19,1.54,-0.043478261
2018-01-20,1.58,0.025974026
2018-01-21,1.38,-0.126582278
2018-01-22,1.3,-0.057971014
2018-01-23,1.34,0.030769231
2018-01-24,1.33,-0.007462687
2018-01-25,1.31,-0.015037594
2018-01-26,1.21,-0.076335878
2018-01-27,1.23,0.016528926
2018-01-28,1.42,0.154471545
2018-01-29,1.32,-0.070422535
2018-01-30,1.31,-0.007575758
2018-01-31,1.14,-0.129770992
2018-02-01,1.14,0
2018-02-02,0.96,-0.157894737
2018-02-03,0.9,-0.0625
2018-02-04,0.92,0.022222222
2018-02-05,0.84,-0.086956522
2018-02-06,0.69,-0.178571429
2018-02-07,0.78,0.130434783
2018-02-08,0.73,-0.064102564
2018-02-09,0.78,0.068493151
2018-02-10,0.93,0.192307692
2018-02-11,1.09,0.172043011
2018-02-12,1.01,-0.073394495
2018-02-13,1.09,0.079207921
2018-02-14,1.03,-0.055045872
2018-02-15,1.15,0.116504854
2018-02-16,1.15,0
2018-02-17,1.14,-0.008695652
2018-02-18,1.21,0.061403509
2018-02-19,1.13,-0.066115702
2018-02-20,1.14,0.008849558
2018-02-21,1.1,-0.035087719
2018-02-22,0.95,-0.136363636
2018-02-23,0.96,0.010526316
2018-02-24,1,0.041666667
2018-02-25,0.95,-0.05
2018-02-26,0.95,0
2018-02-27,0.96,0.010526316
2018-02-28,0.95,-0.010416667
2018-03-01,0.91,-0.042105263
2018-03-02,0.93,0.021978022
2018-03-03,0.91,-0.021505376
2018-03-04,0.9,-0.010989011
2018-03-05,1.02,0.133333333
2018-03-06,0.96,-0.058823529
2018-03-07,0.92,-0.041666667
2018-03-08,0.88,-0.043478261
2018-03-09,0.83,-0.056818182
2018-03-10,0.85,0.024096386
2018-03-11,0.8,-0.058823529
2018-03-12,0.83,0.0375
2018-03-13,0.8,-0.036144578
2018-03-14,0.79,-0.0125
2018-03-15,0.7,-0.113924051
2018-03-16,0.7,0
2018-03-17,0.7,0
2018-03-18,0.65,-0.071428571
2018-03-19,0.66,0.015384615
2018-03-20,0.73,0.106060606
2018-03-21,0.7,-0.04109589
2018-03-22,0.69,-0.014285714
2018-03-23,0.66,-0.043478261
2018-03-24,0.64,-0.03030303
2018-03-25,0.64,0
2018-03-26,0.64,0
2018-03-27,0.6,-0.0625
2018-03-28,0.58,-0.033333333
2018-03-29,0.58,0
2018-03-30,0.51,-0.120689655
2018-03-31,0.51,0
2018-04-01,0.51,0
2018-04-02,0.49,-0.039215686
2018-04-03,0.5,0.020408163
2018-04-04,0.56,0.12
2018-04-05,0.5,-0.107142857
2018-04-06,0.5,0
2018-04-07,0.48,-0.04
2018-04-08,0.49,0.020833333
2018-04-09,0.5,0.020408163
2018-04-10,0.49,-0.02
2018-04-11,0.49,0
2018-04-12,0.54,0.102040816
2018-04-13,0.63,0.166666667
2018-04-14,0.64,0.015873016
2018-04-15,0.63,-0.015625
2018-04-16,0.68,0.079365079
2018-04-17,0.66,-0.029411765
2018-04-18,0.66,0
2018-04-19,0.71,0.075757576
2018-04-20,0.79,0.112676056
2018-04-21,0.93,0.17721519
2018-04-22,0.87,-0.064516129
2018-04-23,0.87,0
2018-04-24,0.88,0.011494253
2018-04-25,0.94,0.068181818
2018-04-26,0.8,-0.14893617
2018-04-27,0.85,0.0625
2018-04-28,0.81,-0.047058824
2018-04-29,0.86,0.061728395
2018-04-30,0.87,0.011627907
2018-05-01,0.84,-0.034482759
2018-05-02,0.84,0
2018-05-03,0.86,0.023809524
2018-05-04,0.89,0.034883721
2018-05-05,0.89,0
2018-05-06,0.9,0.011235955
2018-05-07,0.87,-0.033333333
2018-05-08,0.83,-0.045977011
2018-05-09,0.81,-0.024096386
2018-05-10,0.8,-0.012345679
2018-05-11,0.76,-0.05
2018-05-12,0.69,-0.092105263
2018-05-13,0.7,0.014492754
2018-05-14,0.75,0.071428571
2018-05-15,0.74,-0.013333333
2018-05-16,0.7,-0.054054054
2018-05-17,0.71,0.014285714
2018-05-18,0.67,-0.056338028
2018-05-19,0.68,0.014925373
2018-05-20,0.67,-0.014705882
2018-05-21,0.7,0.044776119
2018-05-22,0.68,-0.028571429
2018-05-23,0.65,-0.044117647
2018-05-24,0.6,-0.076923077
2018-05-25,0.63,0.05
2018-05-26,0.61,-0.031746032
2018-05-27,0.61,0
2018-05-28,0.61,0
2018-05-29,0.55,-0.098360656
2018-05-30,0.6,0.090909091
2018-05-31,0.61,0.016666667
2018-06-01,0.61,0
2018-06-02,0.62,0.016393443
2018-06-03,0.64,0.032258065
2018-06-04,0.68,0.0625
2018-06-05,0.66,-0.029411765
2018-06-06,0.68,0.03030303
2018-06-07,0.67,-0.014705882
2018-06-08,0.68,0.014925373
2018-06-09,0.67,-0.014705882
2018-06-10,0.65,-0.029850746
2018-06-11,0.59,-0.092307692
2018-06-12,0.6,0.016949153
2018-06-13,0.56,-0.066666667
2018-06-14,0.54,-0.035714286
2018-06-15,0.56,0.037037037
2018-06-16,0.53,-0.053571429
2018-06-17,0.53,0
2018-06-18,0.53,0
2018-06-19,0.54,0.018867925
2018-06-20,0.55,0.018518519
2018-06-21,0.54,-0.018181818
2018-06-22,0.53,-0.018518519
2018-06-23,0.49,-0.075471698
2018-06-24,0.49,0
2018-06-25,0.48,-0.020408163
2018-06-26,0.48,0
2018-06-27,0.46,-0.041666667
2018-06-28,0.47,0.02173913
2018-06-29,0.45,-0.042553191
2018-06-30,0.45,0
2018-07-01,0.47,0.044444444
2018-07-02,0.46,-0.021276596
2018-07-03,0.49,0.065217391
2018-07-04,0.48,-0.020408163
2018-07-05,0.49,0.020833333
2018-07-06,0.48,-0.020408163
2018-07-07,0.48,0
2018-07-08,0.48,0
2018-07-09,0.48,0
2018-07-10,0.47,-0.020833333
2018-07-11,0.44,-0.063829787
2018-07-12,0.45,0.022727273
2018-07-13,0.44,-0.022222222
2018-07-14,0.44,0
2018-07-15,0.44,0
2018-07-16,0.45,0.022727273
2018-07-17,0.48,0.066666667
2018-07-18,0.5,0.041666667
2018-07-19,0.48,-0.04
2018-07-20,0.48,0
2018-07-21,0.45,-0.0625
2018-07-22,0.45,0
2018-07-23,0.45,0
2018-07-24,0.45,0
2018-07-25,0.46,0.022222222
2018-07-26,0.46,0
2018-07-27,0.45,-0.02173913
2018-07-28,0.45,0
2018-07-29,0.45,0
2018-07-30,0.45,0
2018-07-31,0.45,0
2018-08-01,0.44,-0.022222222
2018-08-02,0.45,0.022727273
2018-08-03,0.43,-0.044444444
2018-08-04,0.44,0.023255814
2018-08-05,0.43,-0.022727273
2018-08-06,0.43,0
2018-08-07,0.41,-0.046511628
2018-08-08,0.38,-0.073170732
2018-08-09,0.33,-0.131578947
2018-08-10,0.35,0.060606061
2018-08-11,0.32,-0.085714286
2018-08-12,0.3,-0.0625
2018-08-13,0.3,0
2018-08-14,0.28,-0.066666667
2018-08-15,0.27,-0.035714286
2018-08-16,0.28,0.037037037
2018-08-17,0.29,0.035714286
2018-08-18,0.37,0.275862069
2018-08-19,0.33,-0.108108108
2018-08-20,0.34,0.03030303
2018-08-21,0.32,-0.058823529
2018-08-22,0.33,0.03125
2018-08-23,0.32,-0.03030303
2018-08-24,0.33,0.03125
2018-08-25,0.33,0
2018-08-26,0.33,0
2018-08-27,0.32,-0.03030303
2018-08-28,0.34,0.0625
2018-08-29,0.35,0.029411765
2018-08-30,0.34,-0.028571429
2018-08-31,0.34,0
2018-09-01,0.34,0
2018-09-02,0.35,0.029411765
2018-09-03,0.34,-0.028571429
2018-09-04,0.34,0
2018-09-05,0.33,-0.029411765
2018-09-06,0.28,-0.151515152
2018-09-07,0.3,0.071428571
2018-09-08,0.29,-0.033333333
2018-09-09,0.27,-0.068965517
2018-09-10,0.28,0.037037037
2018-09-11,0.27,-0.035714286
2018-09-12,0.26,-0.037037037
2018-09-13,0.27,0.038461538
2018-09-14,0.28,0.037037037
2018-09-15,0.28,0
2018-09-16,0.28,0
2018-09-17,0.28,0
2018-09-18,0.27,-0.035714286
2018-09-19,0.32,0.185185185
2018-09-20,0.33,0.03125
2018-09-21,0.45,0.363636364
2018-09-22,0.57,0.266666667
2018-09-23,0.57,0
2018-09-24,0.57,0
2018-09-25,0.49,-0.140350877
2018-09-26,0.53,0.081632653
2018-09-27,0.51,-0.037735849
2018-09-28,0.54,0.058823529
2018-09-29,0.54,0
2018-09-30,0.57,0.055555556
2018-10-01,0.58,0.01754386
2018-10-02,0.58,0
2018-10-03,0.52,-0.103448276
2018-10-04,0.53,0.019230769
2018-10-05,0.53,0
2018-10-06,0.52,-0.018867925
2018-10-07,0.49,-0.057692308
2018-10-08,0.48,-0.020408163
2018-10-09,0.49,0.020833333
2018-10-10,0.48,-0.020408163
2018-10-11,0.46,-0.041666667
2018-10-12,0.38,-0.173913043
2018-10-13,0.42,0.105263158
2018-10-14,0.42,0
2018-10-15,0.41,-0.023809524
2018-10-16,0.45,0.097560976
2018-10-17,0.48,0.066666667
2018-10-18,0.48,0
2018-10-19,0.46,-0.041666667
2018-10-20,0.46,0
2018-10-21,0.46,0
2018-10-22,0.46,0
2018-10-23,0.46,0
2018-10-24,0.46,0
2018-10-25,0.46,0
2018-10-26,0.46,0
2018-10-27,0.46,0
2018-10-28,0.46,0
2018-10-29,0.46,0
2018-10-30,0.44,-0.043478261
2018-10-31,0.45,0.022727273
2018-11-01,0.45,0
2018-11-02,0.46,0.022222222
2018-11-03,0.46,0
2018-11-04,0.46,0
2018-11-05,0.46,0
2018-11-06,0.5,0.086956522
2018-11-07,0.55,0.1
2018-11-08,0.54,-0.018181818
2018-11-09,0.5,-0.074074074
2018-11-10,0.5,0
2018-11-11,0.51,0.02
2018-11-12,0.51,0
2018-11-13,0.52,0.019607843
2018-11-14,0.51,-0.019230769
2018-11-15,0.48,-0.058823529
2018-11-16,0.49,0.020833333
2018-11-17,0.47,-0.040816327
2018-11-18,0.5,0.063829787
2018-11-19,0.51,0.02
2018-11-20,0.48,-0.058823529
2018-11-21,0.44,-0.083333333
2018-11-22,0.45,0.022727273
2018-11-23,0.43,-0.044444444
2018-11-24,0.41,-0.046511628
2018-11-25,0.38,-0.073170732
2018-11-26,0.38,0
2018-11-27,0.36,-0.052631579
2018-11-28,0.36,0
2018-11-29,0.39,0.083333333
2018-11-30,0.38,-0.025641026
2018-12-01,0.36,-0.052631579
2018-12-02,0.37,0.027777778
2018-12-03,0.37,0
2018-12-04,0.35,-0.054054054
2018-12-05,0.35,0
2018-12-06,0.34,-0.028571429
2018-12-07,0.31,-0.088235294
2018-12-08,0.3,-0.032258065
2018-12-09,0.3,0
2018-12-10,0.31,0.033333333
2018-12-11,0.3,-0.032258065
2018-12-12,0.3,0
2018-12-13,0.3,0
2018-12-14,0.3,0
2018-12-15,0.29,-0.033333333
2018-12-16,0.28,-0.034482759
2018-12-17,0.29,0.035714286
2018-12-18,0.33,0.137931034
2018-12-19,0.35,0.060606061
2018-12-20,0.35,0
2018-12-21,0.37,0.057142857
2018-12-22,0.36,-0.027027027
2018-12-23,0.36,0
2018-12-24,0.37,0.027777778
2018-12-25,0.41,0.108108108
2018-12-26,0.38,-0.073170732
2018-12-27,0.37,-0.026315789
2018-12-28,0.33,-0.108108108
2018-12-29,0.37,0.121212121
2018-12-30,0.36,-0.027027027
2018-12-31,0.36,0
2019-01-01,0.35,-0.027777778
2019-01-02,0.36,0.028571429
2019-01-03,0.37,0.027777778
2019-01-04,0.35,-0.054054054
2019-01-05,0.36,0.028571429
2019-01-06,0.35,-0.027777778
2019-01-07,0.36,0.028571429
2019-01-08,0.36,0
2019-01-09,0.36,0
2019-01-10,0.37,0.027777778
2019-01-11,0.33,-0.108108108
2019-01-12,0.33,0
2019-01-13,0.33,0
2019-01-14,0.31,-0.060606061
2019-01-15,0.33,0.064516129
2019-01-16,0.32,-0.03030303
2019-01-17,0.33,0.03125
2019-01-18,0.33,0
2019-01-19,0.32,-0.03030303
2019-01-20,0.33,0.03125
2019-01-21,0.32,-0.03030303
2019-01-22,0.32,0
2019-01-23,0.32,0
2019-01-24,0.31,-0.03125
2019-01-25,0.32,0.032258065
2019-01-26,0.31,-0.03125
2019-01-27,0.31,0
2019-01-28,0.31,0
2019-01-29,0.29,-0.064516129
2019-01-30,0.29,0
2019-01-31,0.32,0.103448276
2019-02-01,0.31,-0.03125
2019-02-02,0.31,0
2019-02-03,0.31,0
2019-02-04,0.3,-0.032258065
2019-02-05,0.3,0
2019-02-06,0.3,0
2019-02-07,0.29,-0.033333333
2019-02-08,0.29,0
2019-02-09,0.31,0.068965517
2019-02-10,0.31,0
2019-02-11,0.31,0
2019-02-12,0.3,-0.032258065
2019-02-13,0.3,0
2019-02-14,0.3,0
2019-02-15,0.3,0
2019-02-16,0.3,0
2019-02-17,0.3,0
2019-02-18,0.3,0
2019-02-19,0.32,0.066666667
2019-02-20,0.32,0
2019-02-21,0.33,0.03125
2019-02-22,0.32,-0.03030303
2019-02-23,0.32,0
2019-02-24,0.33,0.03125
2019-02-25,0.3,-0.090909091
2019-02-26,0.33,0.1
2019-02-27,0.32,-0.03030303
2019-02-28,0.31,-0.03125
2019-03-01,0.31,0
2019-03-02,0.32,0.032258065
2019-03-03,0.31,-0.03125
2019-03-04,0.31,0
2019-03-05,0.3,-0.032258065
2019-03-06,0.31,0.033333333
2019-03-07,0.31,0
2019-03-08,0.31,0
2019-03-09,0.31,0
2019-03-10,0.31,0
2019-03-11,0.31,0
2019-03-12,0.31,0
2019-03-13,0.31,0
2019-03-14,0.31,0
2019-03-15,0.31,0
2019-03-16,0.31,0
2019-03-17,0.32,0.032258065
2019-03-18,0.32,0
2019-03-19,0.31,-0.03125
2019-03-20,0.32,0.032258065
2019-03-21,0.32,0
2019-03-22,0.31,-0.03125
2019-03-23,0.31,0
2019-03-24,0.31,0
2019-03-25,0.31,0
2019-03-26,0.3,-0.032258065
2019-03-27,0.3,0
2019-03-28,0.31,0.033333333
2019-03-29,0.31,0
2019-03-30,0.31,0
2019-03-31,0.31,0
2019-04-01,0.31,0
2019-04-02,0.31,0
2019-04-03,0.35,0.129032258
2019-04-04,0.34,-0.028571429
2019-04-05,0.33,-0.029411765
2019-04-06,0.36,0.090909091
2019-04-07,0.35,-0.027777778
2019-04-08,0.36,0.028571429
2019-04-09,0.36,0
2019-04-10,0.35,-0.027777778
2019-04-11,0.35,0
2019-04-12,0.33,-0.057142857
2019-04-13,0.33,0
2019-04-14,0.33,0
2019-04-15,0.33,0
2019-04-16,0.32,-0.03030303
2019-04-17,0.33,0.03125
2019-04-18,0.33,0
2019-04-19,0.34,0.03030303
2019-04-20,0.33,-0.029411765
2019-04-21,0.33,0
2019-04-22,0.32,-0.03030303
2019-04-23,0.32,0
2019-04-24,0.32,0
2019-04-25,0.3,-0.0625
2019-04-26,0.29,-0.033333333
2019-04-27,0.3,0.034482759
2019-04-28,0.3,0
2019-04-29,0.3,0
2019-04-30,0.29,-0.033333333
2019-05-01,0.31,0.068965517
2019-05-02,0.3,-0.032258065
2019-05-03,0.3,0
2019-05-04,0.31,0.033333333
2019-05-05,0.3,-0.032258065
2019-05-06,0.3,0
2019-05-07,0.3,0
2019-05-08,0.3,0
2019-05-09,0.3,0
2019-05-10,0.3,0
2019-05-11,0.3,0
2019-05-12,0.33,0.1
2019-05-13,0.31,-0.060606061
2019-05-14,0.32,0.032258065
2019-05-15,0.41,0.28125
2019-05-16,0.46,0.12195122
2019-05-17,0.42,-0.086956522
2019-05-18,0.39,-0.071428571
2019-05-19,0.37,-0.051282051
2019-05-20,0.42,0.135135135
2019-05-21,0.4,-0.047619048
2019-05-22,0.4,0
2019-05-23,0.38,-0.05
2019-05-24,0.38,0
2019-05-25,0.38,0
2019-05-26,0.39,0.026315789
2019-05-27,0.41,0.051282051
2019-05-28,0.44,0.073170732
2019-05-29,0.45,0.022727273
2019-05-30,0.44,-0.022222222
2019-05-31,0.42,-0.045454545
2019-06-01,0.44,0.047619048
2019-06-02,0.43,-0.022727273
2019-06-03,0.45,0.046511628
2019-06-04,0.43,-0.044444444
2019-06-05,0.4,-0.069767442
2019-06-06,0.4,0
2019-06-07,0.42,0.05
2019-06-08,0.42,0
2019-06-09,0.41,-0.023809524
2019-06-10,0.39,-0.048780488
2019-06-11,0.4,0.025641026
2019-06-12,0.39,-0.025
2019-06-13,0.4,0.025641026
2019-06-14,0.4,0
2019-06-15,0.4,0
2019-06-16,0.41,0.025
2019-06-17,0.43,0.048780488
2019-06-18,0.45,0.046511628
2019-06-19,0.43,-0.044444444
