Date,Open*,High,Low,Close**,Volume,Market Cap
12/27/2020,536.73,575.97,528.07,564.38,57020248,563004444
12/26/2020,530.75,542.79,517.7,536.67,39492240,535411747
12/25/2020,527.46,566.1,514.12,530.75,53222427,529557197
12/24/2020,518.03,527.64,496.07,527.54,34418070,526404953
12/23/2020,548.77,551.68,487.78,517.86,62478635,516823896
12/22/2020,526.47,548.77,519.56,548.77,49822698,547722697
12/21/2020,546.56,553.92,511.72,526.62,35402897,525662937
12/20/2020,566.72,568.08,542.01,546.53,29823557,545602713
12/19/2020,569.17,579.99,564.15,566.74,37482306,565813648
12/18/2020,537.97,572.82,532.46,569.11,48930971,568217798
12/17/2020,539.06,558.64,532.05,537.94,55979582,537151968
12/16/2020,530.9,539.55,515.33,539.07,44247872,538318094
12/15/2020,540.28,545.91,528.64,530.92,30665188,530213351
12/14/2020,526.57,540.46,520.5,540.29,31742957,539612142
12/13/2020,513.79,533.41,512.08,526.56,26515667,525981535
12/12/2020,503.87,524.95,503.33,513.74,36442870,513266301
12/11/2020,523.63,523.63,501.72,503.95,50167166,503566870
12/10/2020,506.54,529.86,490.93,523.84,52245466,523533376
12/9/2020,502.04,508.3,473.66,506.5,61381756,506298727
12/8/2020,520.02,524.32,494.9,502.06,42205018,501963306
12/7/2020,529.08,530.18,510.97,519.99,33155103,519980073
12/6/2020,533.69,537.69,510.68,529.09,44146377,529179481
12/5/2020,525.67,537.85,519.98,533.64,47747632,533824613
12/4/2020,591.14,599.38,523.6,525.83,51993868,526095133
12/3/2020,549.97,598.68,549.41,591.06,31770692,591451199
12/2/2020,524.7,554.46,519.92,549.94,33926711,550386733
12/1/2020,559.08,559.89,519.14,524.68,48005558,525207611
11/30/2020,536.29,568.86,526.43,559.09,36189274,559739207
11/29/2020,522.97,537.28,515.65,536.3,29312924,537005719
11/28/2020,515.11,526.28,510.5,522.87,32920566,523639665
11/27/2020,528.3,541.88,509.21,515.07,48690443,515915529
11/26/2020,562.9,570.24,493.99,528.24,76713287,529192408
11/25/2020,595.02,613.13,549.85,563,46992989,564259055
11/24/2020,592.82,609.12,576.44,595,57956019,596414975
11/23/2020,555.58,597.41,543.55,592.81,54559924,594312433
11/22/2020,536.67,576.07,506.81,555.58,63726856,557061573
11/21/2020,516.62,540.39,516.24,536.67,46679787,538188969
11/20/2020,509.14,525.69,508.89,516.62,45141944,518167637
11/19/2020,510.5,525.86,502.08,509.14,45252420,510746174
11/18/2020,525.26,534.86,507.59,510.5,55280692,512105691
11/17/2020,514.05,528.49,511.53,525.27,41768830,526926641
11/16/2020,515.98,528.06,508.2,514.77,36966616,516395522
11/15/2020,528.82,533.44,501.71,515.98,39669923,517605575
11/14/2020,553.88,554.37,520.67,528.82,36118096,530487873
11/13/2020,533.38,554.16,531.23,553.88,31111923,555626440
11/12/2020,543.88,550.04,524.34,533.38,35080919,535062281
11/11/2020,550.35,564.86,540.29,543.88,39307341,545596905
11/10/2020,523.28,555.39,520.07,550.35,32484750,552083423
11/9/2020,534.38,538.89,513.18,523.28,34787658,524931364
11/8/2020,519.54,537.79,512.5,534.38,35842986,536069245
11/7/2020,539.62,557.29,507.71,519.54,58255733,521175187
11/6/2020,529.94,543.42,522.69,539.62,51976183,541327073
11/5/2020,521.58,551.68,519.15,529.95,43318149,531625996
11/4/2020,520.84,528.35,501.06,521.57,42813913,523212692
11/3/2020,520.4,526.84,504.38,520.84,30487770,522485880
11/2/2020,543.06,554.96,519.56,520.4,39178992,522038543
11/1/2020,523.31,544.09,518.15,543.07,30060840,544777972
10/31/2020,520.53,534.67,514.56,523.31,34219037,524959967
10/30/2020,531.49,539.66,512.06,520.53,47047917,522174715
10/29/2020,545.89,551.88,516.78,531.49,38661594,533161870
10/28/2020,587.21,597.6,532,545.89,50497411,547610331
10/27/2020,568.65,596.02,560.87,587.21,39781499,589064766
10/26/2020,579.51,602.96,554.37,568.65,37571781,570468960
10/25/2020,594.3,598.97,572.07,579.51,30653616,581448819
10/24/2020,587.55,602.77,577.23,594.3,24748153,596367860
10/23/2020,588.4,601.49,572.23,587.55,39125157,589664237
10/22/2020,561.34,595.08,561.09,586.81,41560486,589133016
10/21/2020,544.4,567.97,544.4,563.49,36712522,565721792
10/20/2020,566.41,567,543.29,545.19,27030275,547381132
10/19/2020,568.44,576.68,558.38,566.78,22280928,569127735
10/18/2020,551.71,571.81,547.94,568.4,20092898,570831714
10/17/2020,540.72,557.25,533.19,552,19410129,554436862
10/16/2020,554.22,554.32,526.97,540.96,40498766,543433034
10/15/2020,556.49,570.86,537.61,552.16,28191414,554757362
